,content
88,请举例说明“追涨效应”。   是指在市场大幅上涨赚钱效应明显的时候，大量申购资金会涌入。例如：2004年上半年以及2006和2007年，受前期基金良好“赚钱效应”的吸引，申购资金非常踊跃，特别是2007年下半年在市场接近顶部的时候，申购资金最疯狂，半年时间股票与混合型基金份额从7000多亿迅速上升至18000亿左右。然而2004年以及2007年大量申购之后市场都出现了较大的调整，特别是2008年市场跌幅非常大。
89,降低准备金率效果等同于增加基础货币投放吗   中国人民银行决定，从10月15日起，下调大型商业银行、股份制商业银行、城市商业银行、非县域农村商业银行、外资银行人民币存款准备金率1个百分点
90,老师好，国际市场调控外汇储备问题   我们都知道国内银行间流动性的管理是由央行负责，央行的公开市场操作其实是带有行政权力的，不会出现银行不理的情况；可是在国际外汇市场上，央行想增加外汇储备，释放人民币出去，会不会出现没有国家买入人民币的情况呢？甚至有多个国家联合对抗我国的情况呢？
91,请谈谈你对中央与地方的财政关系的理解与看法  如何处理中央与地方的财政关系一直是我国财税体制改革的核心问题之一，请结合所学知识，谈谈你的理解
92,我国的证券监管模式特征    发表你的看法
93,请简述会计科目的设置原则。  请简述会计科目的设置原则。
94,简述家庭资产负债表与收支储蓄表的关系。    以成本计价的资产负债表，当期的净值分为两部分，一为前面各期所累积的净值，一为本期增加的净值，也就是前后两期净值的差异。收入减去支出等于储蓄，而储蓄必须等于本期增加的净值。
95,机会成本   1.老师说的只在单个原理中考虑，单个原理指啥啊?2.电影票例子中，为什么机会成本是票钱和时间，而不是其中最大的一个？
96,货币政策与财政政策  金融监管体制改革现在还在进行之中，比如成立国务院金融稳定与发展委员会，其办公室在人民银行，所以我想了解在中国新的金融监管架构之中，央行将扮演什么样的角色?
97,现在中国完成利率市场化了吗？ 第一个问题，2015年末，人民银行宣布放开商业银行和农村信用社的存款利率上限。那么按照教材上的说法，是否可以理解为中国已经实现了利率市场化？第二个问题，2016年的中国发展高层论坛上，央行行长周小川说"中国已基本完成利率市场化"。这个"基本完成"是否意味着我国的利率市场化还有哪没做好的地方？
98,机会成本   课件中举的例子不是很明白，种植粮食可以有半年作物一年作物，农庄开发，房地产，是多年的，这样的机会成本只算一年的，会不会太片面了？在算成本的时候，是否需要综合考虑，成本是否会发生改变？
99,请问老师，某个滑雪胜地的降雪量到底是怎么变成衍生产品的?谢谢老师。
100,许可证照有哪些？   商标注册证不算许可证照吗？
101,CFR合同为何通常既规定装运港又规定目的港？
102,多选）关于稀缺性，如下哪些说法是对的：；     A. 稀缺性可以通过修身养性来解决；  B. 稀缺性是技术进步的动力；  C. 稀缺性是促使了经济活动的繁荣；  D. 稀缺性存在于所有的社会   老师，为什么稀缺性存在于所有社会
103,我们举例说明中是电脑向汽车进行转换，需要越来越多的电脑的资本才能转换成汽车，电脑的制造成本本来也是较低的，占用的社会资源也是较少，当然可以转换成汽车的数量就减少了。那么这个边际转换率的增加到底是由于资源配置的转换导致的降低还是本来资金成本只够生产少量的汽车呢？我觉得这个生产可能性边界的两种产品应该以成本相似的产品为例。
104,请问老师，我的理解对吗。书上的货币分析法提到，若本国名义利率高于外国名义利率，则意味着本国有较高的预期通胀率，这样对本国货币的需求将降低，导致货币贬值，为什么较高的预期通胀率就导致本国货币的需求量降低呢，我不太理解。还请老师答疑。
105,讨论题2   税收、政府购买和转移支付这三者对总需求的影响有何区别？
106,利率 想问一下，我们通常说的利率，是指商业银行存款利率，还是投资债券利率？
107,对印花税车船税等的掌握    我们学导论需要掌握印花税车船税等的具体分类吗，其实测试里我不太分得清，或者要等我们全部学完才要求掌握吗
108,为何比较优势存在，则市场分工化不必要   理论上说，从比较优势的角度看，每个人可以在每个产品上都势均力敌，此时不必进行市场化分工。
109,关于市盈率和市净率  老师您好，你们讨论的市盈率和市净率，是否曾亲自到过企业去调查和计算?若去过，是否和公司财务报表的记录相一致?谢谢！
110,生活中有什么接近完全竞争市场的例子吗？    生活中有什么接近完全竞争市场的例子吗？为什么？
111,实现最大效用的条件  如果要实现消费者效用最大化的条件中，为什么要使得消费者购买的商品的边际效用与价格之比相等。可以用通俗的语言说吗，教材上只有结果，有点不太懂
112,套期保值   企业产品待销，就可以利用该产品的期货空头交易来规避价格风险，这种策略被称为套期保值。我想问一下，空头交易的具体体现是？是与多头相反吗？
113,炒股 请问老师学完这门课程是不就可以炒股了？
114,什么是家庭用于教育的人力资本投资
115,生产可能性边界是适用于哪些产品？会有正斜率吗？还是只有负斜率
116,支付宝是存款的一种吗？为什么不属于电子货币呢？
117,讨论题7-2 所有风险都可以通过保险来分散或转移，对吗？
118,M1中的活期存款的具体含义  在准货币中规定的城乡居民储蓄存款中的活期存款是否属于M1中的活期存款？
119,利率表示市场上资金的价格 如何理解  利率表示市场上资金的价格，意思是 资金价格高，利率高还是反过来？
120,关于经济金融的两个问题    网上有人说任何经济金融政策都有两面性，有好的影响就有坏的影响，这种说法对么？也有人说任何投资品的价格变动规律就是物极必反，否极泰来，这种说法对么？
121,关于税率   想请问老师，为什么课件中的基础税率还是17%，不说是13%吧，毕竟这几天才实施的，但是好歹应该是16%吧？
122,对单元测试中的一个题有疑问  老师，信用与信用体系里有一个关于盈余和赤字的单选题，“收大于支即为盈余，盈余意味着资金的净流入”这个选项为什么是错的，其他三个选项的说法明明错得更严重
123,关于课程内容 老师，您所讲的内容偏重于理论知识，请问老师是否可以涉及一些关于市场，期货，债权，股票等方面的实用的现实知识，例如中国股票的交易，优先股等内容。
124,我国扩大需求的作用点 要扩大家庭消费，首先要提高家庭收入水平，感觉我国消费潜力主要可以挖掘在收入中等水平以下的家庭。
125,抵消分录需要抵消哪些种类
126,货币金融体系是否稳定
127,稀缺性为什么会产生分工与交换？    如题。
128,请问老师   分业经营的缺点之一是会有竞争抑制性，没有竞争就不会有动力创造新的金融产品，这难道不是一个缺点吗？麻烦老师解答疑问，谢谢～
129,银行信用：无严格方向性，剩余资金借贷，
130,资产的账面价值    老师说，所有的资产都会成为费用，应收账款、存货怎么成为费用？固定资产有些折旧进了成本，怎么理解呢？希望老师解答
131,"小规模纳税人的认定  所谓营改增一般纳税人，即应税服务年销售额超过500万元（>500万元）的纳税人。应税服务年销售额未超过500万元以及新开业的增值税纳税人,可以向主管税务机关申请一般纳税人资格认定。另外，此次营改增试点开始前，2011年7月至2012年6月期间“应税服务营业额÷103%”超过500万元的纳税人也为增值税一般纳税人。未超过500万元的试点纳税人即小规模纳税人可以申请成为一般纳税人。《国家税务总局关于上海市营业税改征增值税试点增值税一般纳税人资格认定有关事项的公告》国家税务总局公告2011年第65号规定：应税服务年销售额未超过500万元以及新开业的试点纳税人，可以向主管税务机关申请一般纳税人资格认定。提出申请并且同时符合下列条件的试点纳税人，主管税务机关应当为其办理一般纳税人资格认定：1.有固定的生产经营场所；2.能够按照国家统一的会计制度规定设置账簿，根据合法、有效凭证核算，能够提供准确税务资料。超过500万元的小规模纳税人应当申请一般纳税人资格认定。如果某公司在北京市营业税改征增值税试点实施后，在连续不超过12个月的经营期内，累计应征增值税的不含税销售额超过500万元后，应按照《增值税一般纳税人资格认定管理办法》（国家税务总局令第22号）规定的相关程序，及时办理增值税一般纳税人资格认定，按照一般计税方法计算缴纳增值税。超标小规模纳税人是指应税服务年销售额超过财政部和国家税务总局规定标准的纳税人。试点纳税人应税服务年销售额超过小规模纳税人标准的，应当向主管税务机关申请增值税一般纳税人资格认定。"
132,债券价格与利率    书上的描述是：假定一张债券一年可获利息10美元，而若市场利率为10％，则这张债券的市价就为100美元，若市场利率为5％，则这张债券的市价就为200美元，因为200美元在利率为5％时若存放到银行也可得到10美元利息．可是我并不是很能理解债券价格和利率之间的反比关系
133,投资理论，不是单个经济的行为吗？   为什么投资理论是宏观经济学范畴，他不是单个经济经济体的投资行为吗？谢谢。
134,"适应性预期的菲利普斯曲线   老师你讲说企业觉得增加产量没有用，又恢复到原来的产出水平，故失业水平又回到Un，那可不可以认为，是公众认为预期的通货膨胀变成了Π1，Π2，Π3，故曲线不断上升，就跟我们从没有适应性预期的菲利普斯曲线到静态预期的菲利普斯曲线的推导一样，同样是在Un,但却因为有预期通货膨胀，而曲线上升，且该预期水平因为政府的扩张不断在上升呀？"
135,你身边有什么与经济学有关的现象或事件呢？请畅所欲言吧~    提示：请大家谈谈身边发生的你认为与经济学有关的现象或事件。
136,利息的变动  银行的利率是随什么而变动的
137,请问老师，中央银行资产负债表规模的影响因素都有哪些呢？    请问老师，中央银行资产负债表规模的影响因素都有哪些呢？其他不影响资产负债表规模的变动因素有哪些？为什么
138,商品篮子是什么意思呀？    老师，购买力平价理论里面有一句:国内外购买的商品篮子相同，我有些不太理解商品篮子指的是
139,阳光 法律 监管   刘鹤：做生意要有本钱，借钱要还，投资要承担风险，做坏事要付出代价！
140,货币市场的分类    货币市场可以分为哪几类？
141,名义GDP  名义GDP每年的数量是不变的吗？为什么只体现了价格的变动？
142,直接投资与间接投资  老师，您好，直接投资中包括以购买股票的形式掌握公司的部分所有权，间接投资也称证券投资，有购买股票这种股票投资，这两种是不是有些矛盾？
143,整体经济运行三大原理 八：一国的经济水平取决于整体商品和劳务的生产能力。九：政府发行过多货币时物价上升（通货膨胀）。十：社会面临通货膨胀和失业之间的权衡取舍
144,关于稀缺性的问题   老师请问在资源和欲望当中，哪一个是对于稀缺性起着决定作用的？
145,在第四章中，为什么理智的生产者选择在第二阶段来生产？ 在第四章中，在生产的三阶段中，理智的生产者选择在第二阶段来生产，但是第二阶段并不是效率最高的阶段，而只是产量最高的阶段，如果控制在第一阶段，但是多分出几个生产点的话，是否会比同样的资源都用在第二阶段的产量更高？
146,房价 中国房价过高是因为政府的过度管控？还是实际的需求导致的结果？
147,老师我对引发货币要求的货币职能没有了解透彻，能不能解释一下？
148,考研看这个可以吗   用不用再看些其他的人
149,对国际收支借贷的记录不清楚。 请问老师，如果一个国家一年只有一笔出口，是不是贷记经常项目的商品，借方是什么？反映在国际收支平衡表的哪个项目里呢？在资本账户里？
150,出口方是否可以将代收行作为需要时代理？
151,关于LM曲线移动的问题    请问货币流通速度V的变化对LM曲线的移动有什么影响？
152,"边际效用   边际效用是递减的，在效用函数中，为什么X,Y的边际效用不变啊？"
153,中央银行减少基础货币的操作  老师，有关中央银行减少基础货的操作我不理解A和C为什么不对。还请解答，谢谢
154,关于货币市场均衡的一点疑问  老师您好。关于马工程上有关凯恩斯的货币供给与货币需求我有一点疑问，那就是，什么机制驱使它趋于均衡的。假如现在国家供给了一定量的货币，而在此时的利率下人们的需求小于该量，为什么此时利率就要上升下降呢，那这不久成了为了均衡而均衡了吗？能否具体说明一下此时利率是如何下降的？
155,GDP与GNP    国内生产总值与国民生产总值有什么相同点或不同点
156,影响债券投资价值的外部因素包括    影响债券投资价值的外部因素包括
157,如何设置止损点和止盈点？   本课最后老师提到了设置止损点和止盈点，并以5%的止所点和和20%的止盈点为例进行了说明，但是我想请教一下老师设置止损点和止盈点的周期的多久？还是只要超过这个点就要处理？谢谢
158,货币的发行  对一个经济体而言，发行一种新的货币，发行的数量该如何确定呢？金本位制度下，货币价值与黄金锚定。信用货币制度下，货币发行是不是同样需要找到一个锚定物，例如币值更稳定的外汇储备这样的“通货”。8月份，南美洲国家委内瑞拉发行了新货币“主权玻利瓦尔”以应对恶性通货膨胀。当生活必需品不足，纸币超发这样的恶性通货膨胀出现时，发行新货币真的有效吗？能提高人民对货币的信心吗？假设无任何干预，该国的商业活动是不是会退化到以物易物的阶段？还是说政府会不断发行新货币来应对?如果我们此刻是该国的财政部长之类的，该出台哪些行之有效的措施呢？
159,关于金融与经济    老师你好，我想知道为什么我们上课时只探讨了实体经济与金融的关系，而没有讨论虚拟经济与金融的关系呢？
160,大学生该如何投资理财 当我们进入大学之后，我们就要独立自主地处理一些事务，同时也要学会如何管理自己手中的资金。关于大学生如何投资理财，以下是我的看法：明确自己的需求；大学生在投资理财之前首先要明确自己的需求，知道自己想要通过投资理财达到什么目的，然后有目的地去投资理财，才能更有效率和效益。选择合适的理财产品；市场中存在五花八门的理财产品，风险和收益往往是相对应的，因此在选择产品时不能盲目，要从自己的需求出发，选择合适的理财产品。制定合理的理财计划；要制定合理的计划，才能使我们的理财之路更加顺畅，制定理财计划可以从记账开始，通过记账我们可以了解到最近一段时间的消费情况，发现存在的问题并及时解决。
161,关于失业的分类    曾老师说书上的分类方法有错误，就是关于摩擦性失业和结构性失业的关系。我有几个问题没用弄清楚，在我整理的时候遇到了点困难。1.那只要是技术或经济结构变化导致工作所需技能或工作地域变化所带来的失业都应该归入摩擦性失业对吗?2.我们的分类划分是没有划分季节性失业的，只有三类，对不对?3.关于您说的结构性失业 我记的解释是劳动市场中的工资刚性，我下来后就理解不了这句话了，希望曾老师能用文字给我解释一下
162,提高香烟税对吸烟有什么影响呢？    请大家聊聊如果提高香烟税，吸烟人群的香烟消费会有何变化呢？短期？长期？
163,为什么有许多新开的餐馆？   据统计，在美国大约半数的餐馆开业一年之内就倒闭，85%的餐馆在五年内倒闭，我国的情况也大致相同。问题：餐饮业的盈利能力有什么特点？为什么每年有很多的企业家开新餐馆？
164,弹性大小的影响因素  请问，文档中的应该综合考虑的医药应该怎样理解？
165,货币政策传导机制   价格型货币政策传导一定依赖居民企业对利率的敏感程度吗，但实际上利率调整在中国是不是很有效呢
166,提问 老师我想问一下140万的价格减掉了购买煤炭的价格了吗
167,低档品    收入增加，低档品的需求不是减少吗？测验题为什么说是错的
168,你了解多少民间借贷知识及风险？    你了解多少民间借贷知识及风险？大家学习民法相关内容。
169,内部因素为什么是信用等级   那个票面利率不是吗
170,现金规划的原则    现金规划的原则包括：短期需求可用现金来满足；预期的现金支出通过各种储蓄、货币市场基金来满足；不可预见的现金支出通过配置各种融资工具来解决。
171,银监会保监会合并   3月13日，国务院将向全国人民代表大会提请审议根据党的十九届三中全会审议通过的《深化党和国家机构改革方案》形成的《国务院机构改革方案》。对于金融监管体制改革，将组建中国银行保险监督管理委员会。将银监会、保监会的职责整合，组建中国银行保险监督管理委员会，作为国务院直属事业单位。将银监会和保监会拟定银行业、保险业重要法律法规草案和审慎监管基本制度的职责划入中国人民银行。不再保留银监会和保监会。问题：1.为什么合并银监会、保监会？为什么没有证监会？2.银监会与保监会的合并究竟会给转型中的保险行业乃至整个金融市场带来怎样的影响？
172,市盈率指标有哪些缺点？    如题，市盈率理论上来说是越低越好.能把不同行业的公司比较市盈率吗？
173,货币最后的去向    老师，那现在我们都网络收付款，看不货币了，最后会发展成什么样子，第一次上课，不懂的太多，人又愚钝，望老师不嫌弃
174,公司销售增长率    老师你好，我正在看罗斯的公司理财，对于其中一些问题不太明白。1.是不是公司增加融资就会提高增长率？因为预测资产总额增加了，而预测资产总额一般是销售收入的倍数。2.但是对于可持续增长率来说，如果我留存收益减少了，为了保持负债权益比不变，就需要偿还一定债务，此时的总资产会减少，增长率应该减少的吧？那么如果留存收益增加，负债也相应增加，总资产也会增加，此时增长率不应该更大吗？(我可以推导出公式，但是不理解含义)预测中资产和销售收入的比率是一定的。
175,信用风险和违约风险是一个意思吗    因为看到相关书目上写的利率的风险结构中用的违约风险，在解释商业银行面对的各种风险时用的信用风险，但是我觉得都是一个意思呀，烦请老师解惑
176,这种说法为什么是错的呢？   相对而言，稀缺性的存在更因为资源有限；竞争会使供给弹性变大吗？    第一题前2个选项不太懂，稀土竞争性供给时供给弹性大，整合后供给弹性小是什么原因呢？
177,请问怎么理解商业信用证属于中间业务也属于表外业务呢？
178,为什么是选A 如下那个说法在经济学理论上是错的？A.收入增加时，对低劣商品的需求量减少；B.收入增加时，对正常商品的需求增加；C.商品价格上升时，该商品的替代品需求增加；D.商品价格上升时，该商品的互补品需求减少
179,经济模型   如何区分宏观经济模型的短期，长期和超长期以及不同时间范围主要解决问题・_・?
180,关于利益最大化的问题 请问老师，关于经济学探讨的追求个人利益最大化，是经济学范畴，但探讨别人时就不是经济学范畴。那么当经济学家为国家经济发展出谋划策时，这难道不是经济学范畴了吗？
181,个别财务报表的调整　为什么编制合并财务报表时要对个别财务报表进行调整？什么情况下要进行调整？如何进行调整？
182,思考题解题思路    将需求函数中的需求量Q带入销售额S＝P×Q，得到销售额S与价格P的关系式，对该式的P求导，得到极值点P0＝46.25元，故46.25为最优定价。
